"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-12-04 ~ 2025-12-03"
"실거래구분 : 토지(매매)"
"주소구분 : 지번주소"
"시도 : 강원특별자치도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","지목","용도지역","도로조건","계약년월","계약일","계약면적","거래금액(만원)","지분구분","해제사유발생일","거래유형","중개사소재지"
"6218","강원특별자치도 평창군 진부면 하진부리","3**","전","제1종일반주거지역","8m미만","202509","01","1719.00","62,300","","-","직거래","-"
"6219","강원특별자치도 고성군 간성읍 동호리","3**","답","농림지역","12m미만","202509","01","485.25","1,000","지분","-","중개거래","강원 고성군"
"6220","강원특별자치도 철원군 갈말읍 상사리","6**","대","계획관리지역","8m미만","202509","01","1190.00","11,000","지분","-","직거래","-"
"6221","강원특별자치도 철원군 갈말읍 상사리","6**","임야","계획관리지역","-","202509","01","3045.00","7,850","지분","-","직거래","-"
"6222","강원특별자치도 강릉시 사천면 판교리","산1**","임야","계획관리지역","25m이상","202508","31","4859.00","42,000","","-","직거래","-"
"6223","강원특별자치도 춘천시 사농동","2**","대","준주거지역","8m미만","202508","31","72.00","2,000","","-","중개거래","강원 춘천시"
"6224","강원특별자치도 원주시 문막읍 동화리","4**","대","계획관리지역","8m미만","202508","31","698.00","10,800","","-","직거래","-"
"6225","강원특별자치도 횡성군 안흥면 지구리","3**","도로","생산관리지역","8m미만","202508","31","3.00","3","지분","-","직거래","-"
"6226","강원특별자치도 횡성군 안흥면 지구리","3**","전","생산관리지역","-","202508","31","1052.00","4,097","","-","직거래","-"
"6227","강원특별자치도 강릉시 대전동","5**","답","자연녹지지역","8m미만","202508","31","495.00","15,000","","-","중개거래","강원 강릉시"
"6228","강원특별자치도 홍천군 두촌면 원동리","2**","전","계획관리지역","-","202508","31","377.00","3,200","","-","중개거래","강원 홍천군"
"6229","강원특별자치도 홍천군 두촌면 원동리","2**","전","계획관리지역","-","202508","31","32.00","200","지분","-","중개거래","강원 홍천군"
"6230","강원특별자치도 홍천군 서면 팔봉리","9**","전","계획관리지역","8m미만","202508","31","163.00","5,350","","-","중개거래","강원 홍천군"
"6231","강원특별자치도 원주시 명륜동","2**","대","제2종일반주거지역","8m미만","202508","31","23.01","1,156","지분","-","직거래","-"
"6232","강원특별자치도 원주시 명륜동","2**","대","제2종일반주거지역","8m미만","202508","31","23.01","1,500","지분","-","직거래","-"
"6233","강원특별자치도 홍천군 서면 팔봉리","9**","도로","계획관리지역","8m미만","202508","31","32.00","1,050","지분","-","중개거래","강원 홍천군"
"6234","강원특별자치도 삼척시 우지동","*","전","자연녹지지역","25m이상","202508","30","20.00","147","","-","중개거래","강원 삼척시"
"6235","강원특별자치도 홍천군 내촌면 물걸리","산1**","임야","보전관리지역","8m미만","202508","30","48233.00","4,800","","-","직거래","-"
"6236","강원특별자치도 삼척시 우지동","산1*","임야","자연녹지지역","-","202508","30","4079.00","29,981","","-","중개거래","강원 삼척시"
"6237","강원특별자치도 홍천군 서석면 풍암리","2*","전","생산관리지역","8m미만","202508","30","1182.00","630","","-","직거래","-"
"6238","강원특별자치도 횡성군 서원면 창촌리","5**","대","계획관리지역","12m미만","202508","30","111.00","3,000","","-","중개거래","강원 횡성군"
"6239","강원특별자치도 삼척시 우지동","*","전","자연녹지지역","25m이상","202508","30","1291.00","42,950","","-","중개거래","강원 삼척시"
"6240","강원특별자치도 홍천군 서석면 풍암리","1*","전","생산관리지역","8m미만","202508","30","142.00","300","","-","직거래","-"
"6241","강원특별자치도 홍천군 남면 유목정리","1**","답","계획관리지역","8m미만","202508","30","200.00","4,109","","-","중개거래","강원 홍천군"
"6242","강원특별자치도 횡성군 우천면 상대리","2*","전","보전관리지역","8m미만","202508","30","446.00","4,806","","-","중개거래","강원 횡성군"
"6243","강원특별자치도 태백시 화전동","1**","임야","준공업지역","8m미만","202508","30","6.00","127","지분","20251014","중개거래","강원 태백시"
"6244","강원특별자치도 삼척시 우지동","산1*","임야","자연녹지지역","25m미만","202508","30","86.00","632","","-","중개거래","강원 삼척시"
"6245","강원특별자치도 태백시 화전동","1**","대","준공업지역","8m미만","202508","30","62.00","723","","20251014","중개거래","강원 태백시"
"6246","강원특별자치도 횡성군 서원면 창촌리","5**","대","계획관리지역","12m미만","202508","30","111.00","2,500","","20250909","중개거래","강원 횡성군"
"6247","강원특별자치도 횡성군 서원면 창촌리","5**","대","계획관리지역","-","202508","30","197.00","4,500","","20250909","중개거래","강원 횡성군"
"6248","강원특별자치도 횡성군 서원면 창촌리","5**","대","계획관리지역","12m미만","202508","30","111.00","3,000","","20250904","중개거래","강원 횡성군"
"6249","강원특별자치도 삼척시 우지동","산1*","임야","자연녹지지역","25m미만","202508","30","9411.00","69,105","","-","중개거래","강원 삼척시"
"6250","강원특별자치도 횡성군 갑천면 하대리","1**","도로","계획관리지역","8m미만","202508","30","87.00","213","","-","중개거래","강원 횡성군"
"6251","강원특별자치도 횡성군 우천면 상대리","2*","전","보전관리지역","8m미만","202508","30","18.00","194","지분","-","중개거래","강원 횡성군"
"6252","강원특별자치도 원주시 지정면 가곡리","1***","대","제1종일반주거지역","12m미만","202508","30","391.00","22,000","","-","중개거래","강원 원주시"
"6253","강원특별자치도 삼척시 우지동","산1*","임야","자연녹지지역","-","202508","30","4264.00","31,342","","-","중개거래","강원 삼척시"
"6254","강원특별자치도 삼척시 우지동","산1*","임야","자연녹지지역","25m미만","202508","30","82.00","607","","-","중개거래","강원 삼척시"
"6255","강원특별자치도 삼척시 우지동","*","도로","자연녹지지역","25m이상","202508","30","147.00","1,081","","-","중개거래","강원 삼척시"
"6256","강원특별자치도 태백시 화전동","1**","도로","준공업지역","8m미만","202508","30","14.00","150","지분","20251014","중개거래","강원 태백시"
"6257","강원특별자치도 인제군 북면 원통리","8**","전","계획관리지역","8m미만","202508","30","660.00","11,000","지분","-","중개거래","강원 인제군"
"6258","강원특별자치도 정선군 북평면 남평리","5**","전","계획관리지역","8m미만","202508","30","932.10","1,300","","-","직거래","-"
"6259","강원특별자치도 화천군 간동면 오음리","5**","도로","자연녹지지역","8m미만","202508","30","124.00","375","지분","-","중개거래","강원 춘천시"
"6260","강원특별자치도 평창군 평창읍 하리","5*","대","일반상업지역","8m미만","202508","30","2.69","200","지분","-","직거래","-"
"6261","강원특별자치도 평창군 미탄면 평안리","8**","전","보전관리지역","-","202508","30","219.42","384","지분","-","직거래","-"
"6262","강원특별자치도 영월군 주천면 신일리","7**","도로","계획관리지역","12m미만","202508","30","34.00","160","","-","중개거래","충북 제천시"
"6263","강원특별자치도 화천군 간동면 오음리","5**","답","자연녹지지역","8m미만","202508","30","655.00","6,625","","-","중개거래","강원 춘천시"
"6264","강원특별자치도 평창군 미탄면 평안리","8**","전","보전관리지역","8m미만","202508","30","211.65","449","지분","-","직거래","-"
"6265","강원특별자치도 평창군 미탄면 백운리","3**","전","계획관리지역","8m미만","202508","30","6483.00","6,800","","-","직거래","-"
"6266","강원특별자치도 평창군 방림면 운교리","5**","전","계획관리지역","8m미만","202508","30","238.00","452","","-","직거래","-"
"6267","강원특별자치도 평창군 방림면 운교리","5**","전","계획관리지역","8m미만","202508","30","292.00","1,048","","-","직거래","-"
"6268","강원특별자치도 양양군 현북면 대치리","4**","임야","농림지역","-","202508","30","731.00","800","","-","직거래","-"
"6269","강원특별자치도 평창군 대관령면 횡계리","9*","전","계획관리지역","8m미만","202508","30","26.00","83","지분","-","직거래","-"
"6270","강원특별자치도 평창군 대관령면 횡계리","9*","전","계획관리지역","8m미만","202508","30","275.00","814","지분","-","직거래","-"
"6271","강원특별자치도 평창군 대관령면 횡계리","9*","전","계획관리지역","8m미만","202508","30","195.97","606","지분","-","직거래","-"
"6272","강원특별자치도 철원군 갈말읍 문혜리","8**","답","제2종일반주거지역","8m미만","202508","29","129.00","1,100","","-","직거래","-"
"6273","강원특별자치도 철원군 갈말읍 문혜리","8**","답","계획관리지역","-","202508","29","320.00","800","","-","직거래","-"
"6274","강원특별자치도 양양군 손양면 와리","6*","전","보전관리지역","-","202508","29","615.00","2,800","","-","중개거래","강원 양양군"
"6275","강원특별자치도 철원군 철원읍 관전리","2*","전","생산관리지역","8m미만","202508","29","307.00","3,132","","-","직거래","-"
"6276","강원특별자치도 양양군 강현면 물갑리","1**","전","보전관리지역","12m미만","202508","29","1320.00","11,500","","-","중개거래","강원 양양군"
"6277","강원특별자치도 인제군 기린면 북리","1***","임야","계획관리지역","-","202508","29","774.00","200","","-","직거래","-"
"6278","강원특별자치도 철원군 철원읍 관전리","1*","전","생산관리지역","8m미만","202508","29","1619.00","16,518","","-","직거래","-"
"6279","강원특별자치도 철원군 철원읍 관전리","1*","전","생산관리지역","-","202508","29","116.00","1,409","","-","직거래","-"
"6280","강원특별자치도 철원군 철원읍 관전리","1*","전","생산관리지역","12m미만","202508","29","383.00","4,652","","-","직거래","-"
"6281","강원특별자치도 철원군 철원읍 관전리","1*","전","생산관리지역","12m미만","202508","29","96.00","1,166","","-","직거래","-"
"6282","강원특별자치도 양양군 양양읍 청곡리","9*","전","자연녹지지역","-","202508","29","840.00","19,019","","-","직거래","-"
"6283","강원특별자치도 평창군 진부면 막동리","2**","대","보전관리지역","-","202508","29","433.00","500","","-","직거래","-"
"6284","강원특별자치도 양양군 양양읍 청곡리","9*","전","자연녹지지역","-","202508","29","379.00","8,581","","-","직거래","-"
"6285","강원특별자치도 철원군 철원읍 관전리","1*","전","생산관리지역","-","202508","29","132.00","1,603","","-","직거래","-"
"6286","강원특별자치도 평창군 봉평면 평촌리","산3**","임야","계획관리지역","-","202508","29","39669.00","15,000","","-","중개거래","강원 평창군"
"6287","강원특별자치도 평창군 봉평면 진조리","1**","전","계획관리지역","8m미만","202508","29","58.00","438","","-","직거래","-"
"6288","강원특별자치도 정선군 사북읍 직전리","*","전","계획관리지역","8m미만","202508","29","1484.00","2,300","","-","직거래","-"
"6289","강원특별자치도 철원군 서면 와수리","1***","구거","일반상업지역","25m미만","202508","29","35.00","1,600","","-","직거래","-"
"6290","강원특별자치도 정선군 정선읍 덕우리","4**","전","계획관리지역","12m미만","202508","29","643.00","4,500","","-","직거래","-"
"6291","강원특별자치도 평창군 봉평면 진조리","1**","전","계획관리지역","8m미만","202508","29","48.00","363","","-","직거래","-"
"6292","강원특별자치도 철원군 갈말읍 문혜리","8**","대","제2종일반주거지역","8m미만","202508","29","115.00","1,000","","-","직거래","-"
"6293","강원특별자치도 철원군 갈말읍 문혜리","8**","답","계획관리지역","-","202508","29","197.00","500","","-","직거래","-"
"6294","강원특별자치도 평창군 봉평면 진조리","1**","전","계획관리지역","8m미만","202508","29","334.00","2,525","","-","직거래","-"
"6295","강원특별자치도 화천군 사내면 용담리","산5*","임야","계획관리지역","-","202508","29","16661.00","1,400","","-","직거래","-"
"6296","강원특별자치도 평창군 봉평면 진조리","1**","전","계획관리지역","8m미만","202508","29","33.64","254","지분","-","직거래","-"
"6297","강원특별자치도 평창군 봉평면 진조리","1**","임야","계획관리지역","8m미만","202508","29","249.00","1,882","","-","직거래","-"
"6298","강원특별자치도 평창군 용평면 노동리","9*","전","계획관리지역","8m미만","202508","29","992.00","16,500","","-","직거래","-"
"6299","강원특별자치도 평창군 봉평면 진조리","1**","임야","계획관리지역","8m미만","202508","29","5.00","38","","-","직거래","-"
"6300","강원특별자치도 양양군 손양면 와리","6*","전","계획관리지역","8m미만","202508","29","1554.00","7,000","","-","중개거래","강원 양양군"
"6301","강원특별자치도 철원군 철원읍 관전리","1*","전","생산관리지역","12m미만","202508","29","182.00","2,719","","-","직거래","-"
"6302","강원특별자치도 강릉시 홍제동","1**","대","제2종일반주거지역","12m미만","202508","29","41.00","3,000","","-","직거래","-"
"6303","강원특별자치도 춘천시 사농동","1**","과수원","생산녹지지역","8m미만","202508","29","138.54","20,850","지분","-","직거래","-"
"6304","강원특별자치도 춘천시 사농동","1**","도로","용도미지정","8m미만","202508","29","28.00","4,650","지분","-","직거래","-"
"6305","강원특별자치도 삼척시 미로면 하거노리","1**","전","제1종일반주거지역","8m미만","202508","29","321.00","1,900","","-","직거래","-"
"6306","강원특별자치도 홍천군 두촌면 자은리","3**","도로","보전관리지역","8m미만","202508","29","67.00","300","지분","-","중개거래","강원 홍천군"
"6307","강원특별자치도 춘천시 서면 월송리","산4*","임야","생산녹지지역","8m미만","202508","29","448.00","2,200","","-","중개거래","강원 춘천시"
"6308","강원특별자치도 삼척시 도계읍 신리","4**","전","보전관리지역","8m미만","202508","29","1982.00","350","","-","직거래","-"
"6309","강원특별자치도 강릉시 강동면 임곡리","6**","대","계획관리지역","8m미만","202508","29","588.00","2,381","","-","직거래","-"
"6310","강원특별자치도 강릉시 강동면 임곡리","6**","임야","계획관리지역","12m미만","202508","29","269.00","1,089","","-","직거래","-"
"6311","강원특별자치도 삼척시 도계읍 신리","4**","전","보전관리지역","8m미만","202508","29","380.00","50","","-","직거래","-"
"6312","강원특별자치도 원주시 소초면 흥양리","1***","임야","계획관리지역","-","202508","29","4.84","100","지분","-","직거래","-"
"6313","강원특별자치도 원주시 단구동","1**","대","일반상업지역","8m미만","202508","29","69.00","7,892","","-","직거래","-"
"6314","강원특별자치도 원주시 단구동","1**","대","일반상업지역","8m미만","202508","29","123.00","13,618","","-","직거래","-"
"6315","강원특별자치도 원주시 단구동","1**","대","일반상업지역","8m미만","202508","29","47.00","5,204","","-","직거래","-"
"6316","강원특별자치도 원주시 단구동","1**","대","일반상업지역","25m이상","202508","29","291.00","54,332","","-","직거래","-"
"6317","강원특별자치도 원주시 단구동","1**","대","일반상업지역","25m이상","202508","29","377.00","74,600","","-","직거래","-"
"6318","강원특별자치도 원주시 단구동","1**","대","일반상업지역","8m미만","202508","29","198.00","22,604","","-","직거래","-"
"6319","강원특별자치도 원주시 단구동","1**","대","일반상업지역","25m이상","202508","29","248.00","46,303","","-","직거래","-"
"6320","강원특별자치도 원주시 단구동","1**","공장용지","일반상업지역","8m미만","202508","29","8.00","886","","-","직거래","-"
"6321","강원특별자치도 원주시 단구동","1**","공장용지","일반상업지역","8m미만","202508","29","23.00","2,546","","-","직거래","-"
"6322","강원특별자치도 횡성군 둔내면 조항리","4**","전","계획관리지역","-","202508","29","316.00","2,304","","-","직거래","-"
"6323","강원특별자치도 횡성군 둔내면 조항리","4**","전","계획관리지역","8m미만","202508","29","67.00","480","","-","직거래","-"
"6324","강원특별자치도 원주시 흥업면 흥업리","1***","대","제2종일반주거지역","-","202508","29","27.00","1,500","","-","직거래","-"
"6325","강원특별자치도 삼척시 원덕읍 산양리","1***","전","계획관리지역","8m미만","202508","29","176.00","500","","-","직거래","-"
"6326","강원특별자치도 삼척시 원덕읍 산양리","1***","전","계획관리지역","8m미만","202508","29","60.00","200","지분","-","직거래","-"
"6327","강원특별자치도 원주시 소초면 평장리","6**","답","계획관리지역","25m미만","202508","29","14.00","200","","-","직거래","-"
"6328","강원특별자치도 원주시 소초면 평장리","6**","답","계획관리지역","25m미만","202508","29","25.00","400","","-","직거래","-"
"6329","강원특별자치도 춘천시 동산면 군자리","1***","공장용지","일반공업지역","25m미만","202508","29","2981.60","66,584","","-","직거래","-"
"6330","강원특별자치도 춘천시 신북읍 발산리","6**","전","용도미지정","8m미만","202508","29","74.00","440","","-","중개거래","강원 춘천시"
"6331","강원특별자치도 횡성군 우천면 두곡리","5**","구거","계획관리지역","-","202508","29","524.00","3,065","","-","직거래","-"
"6332","강원특별자치도 춘천시 신북읍 발산리","6**","전","자연녹지지역","8m미만","202508","29","495.00","3,000","","-","중개거래","강원 춘천시"
"6333","강원특별자치도 횡성군 횡성읍 정암리","1***","답","생산관리지역","8m미만","202508","29","2031.08","9,750","지분","-","중개거래","강원 원주시"
"6334","강원특별자치도 횡성군 횡성읍 정암리","1***","답","생산관리지역","8m미만","202508","29","677.03","3,250","지분","20250829","중개거래","강원 원주시"
"6335","강원특별자치도 횡성군 횡성읍 정암리","1***","답","생산관리지역","8m미만","202508","29","677.03","3,250","지분","20250829","중개거래","강원 원주시"
"6336","강원특별자치도 횡성군 횡성읍 정암리","1***","답","생산관리지역","8m미만","202508","29","677.03","3,250","지분","20250829","중개거래","강원 원주시"
"6337","강원특별자치도 원주시 문막읍 문막리","2**","구거","일반상업지역","-","202508","29","84.00","5,910","","-","직거래","-"
"6338","강원특별자치도 횡성군 강림면 월현리","8**","답","계획관리지역","8m미만","202508","29","274.00","800","","-","직거래","-"
"6339","강원특별자치도 홍천군 서석면 청량리","산1**","임야","농림지역","-","202508","29","24793.00","4,339","","-","직거래","-"
"6340","강원특별자치도 춘천시 신동면 정족리","2**","도로","용도미지정","8m미만","202508","29","5.00","100","","-","중개거래","강원 춘천시"
"6341","강원특별자치도 춘천시 남산면 행촌리","6*","대","계획관리지역","8m미만","202508","29","919.00","18,000","","-","중개거래","강원 춘천시"
"6342","강원특별자치도 춘천시 신북읍 천전리","2**","전","제1종일반주거지역","12m미만","202508","29","60.00","2,500","","-","중개거래","강원 춘천시"
"6343","강원특별자치도 홍천군 서면 동막리","3**","임야","농림지역","-","202508","29","615.00","1,860","","-","직거래","-"
"6344","강원특별자치도 홍천군 내면 광원리","산5**","임야","보전관리지역","-","202508","29","19097.00","11,428","","-","중개거래","강원 홍천군"
"6345","강원특별자치도 홍천군 내면 광원리","산5**","임야","보전관리지역","-","202508","29","956.00","572","","-","중개거래","강원 홍천군"
"6346","강원특별자치도 춘천시 동내면 고은리","7*","유지","자연녹지지역","-","202508","29","164.30","3,500","","-","직거래","-"
"6347","강원특별자치도 태백시 화전동","1**","임야","준공업지역","8m미만","202508","29","615.20","150","","-","직거래","-"
"6348","강원특별자치도 춘천시 사농동","1**","과수원","생산녹지지역","8m미만","202508","29","130.46","19,500","지분","-","직거래","-"
"6349","강원특별자치도 태백시 화전동","1**","임야","준공업지역","12m미만","202508","29","2294.90","1,100","","-","직거래","-"
"6350","강원특별자치도 춘천시 동내면 거두리","산1**","임야","자연녹지지역","8m미만","202508","29","859.50","14,375","지분","-","직거래","-"
"6351","강원특별자치도 춘천시 동내면 거두리","산1**","임야","자연녹지지역","8m미만","202508","29","1719.00","28,750","지분","-","직거래","-"
"6352","강원특별자치도 춘천시 동내면 거두리","산1**","임야","자연녹지지역","8m미만","202508","29","1719.00","28,750","지분","-","직거래","-"
"6353","강원특별자치도 춘천시 동내면 거두리","산1**","임야","자연녹지지역","8m미만","202508","29","1719.00","28,750","지분","-","직거래","-"
"6354","강원특별자치도 춘천시 동내면 거두리","산1**","임야","자연녹지지역","8m미만","202508","29","859.50","14,375","지분","-","직거래","-"
"6355","강원특별자치도 태백시 화전동","1**","임야","준공업지역","8m미만","202508","29","693.90","250","","-","직거래","-"
"6356","강원특별자치도 홍천군 북방면 중화계리","9*","답","자연녹지지역","8m미만","202508","29","417.00","10,400","","-","직거래","-"
"6357","강원특별자치도 원주시 귀래면 귀래리","1***","전","농림지역","8m미만","202508","29","3160.00","17,300","","-","직거래","-"
"6358","강원특별자치도 원주시 귀래면 귀래리","8**","임야","계획관리지역","8m미만","202508","29","1965.00","1,418","","-","직거래","-"
"6359","강원특별자치도 원주시 귀래면 귀래리","8**","임야","계획관리지역","-","202508","29","90.00","57","","-","직거래","-"
"6360","강원특별자치도 원주시 귀래면 귀래리","8**","임야","계획관리지역","12m미만","202508","29","152.00","25","","-","직거래","-"
"6361","강원특별자치도 원주시 귀래면 귀래리","8**","임야","계획관리지역","12m미만","202508","29","2414.00","8,000","","-","직거래","-"
"6362","강원특별자치도 횡성군 공근면 부창리","4**","답","생산관리지역","-","202508","28","1914.00","4,000","","-","직거래","-"
"6363","강원특별자치도 홍천군 서면 모곡리","1***","전","계획관리지역","12m미만","202508","28","25.00","300","","-","직거래","-"
"6364","강원특별자치도 횡성군 갑천면 화전리","6*","도로","계획관리지역","8m미만","202508","28","36.50","250","지분","-","직거래","-"
"6365","강원특별자치도 춘천시 동산면 조양리","5**","전","계획관리지역","-","202508","28","688.00","3,336","","-","직거래","-"
"6366","강원특별자치도 홍천군 화촌면 군업리","1***","답","농림지역","8m미만","202508","28","4242.50","12,800","","-","직거래","-"
"6367","강원특별자치도 홍천군 영귀미면 속초리","1**","도로","생산관리지역","-","202508","28","15.00","113","지분","-","직거래","-"
"6368","강원특별자치도 강릉시 안현동","7**","도로","자연녹지지역","12m미만","202508","28","5.00","64","","-","직거래","-"
"6369","강원특별자치도 강릉시 안현동","7**","도로","자연녹지지역","12m미만","202508","28","82.00","1,054","","-","직거래","-"
"6370","강원특별자치도 강릉시 안현동","산6*","임야","농림지역","-","202508","28","1984.00","10,000","지분","-","직거래","-"
"6371","강원특별자치도 횡성군 둔내면 마암리","6**","하천","보전관리지역","-","202508","28","745.00","3,055","","-","직거래","-"
"6372","강원특별자치도 강릉시 성산면 산북리","5**","도로","계획관리지역","-","202508","28","632.00","5,523","","-","직거래","-"
"6373","강원특별자치도 홍천군 영귀미면 속초리","1**","도로","생산관리지역","-","202508","28","4.00","29","지분","-","직거래","-"
"6374","강원특별자치도 강릉시 성산면 산북리","5**","도로","계획관리지역","-","202508","28","244.00","73","","-","직거래","-"
"6375","강원특별자치도 강릉시 성산면 산북리","5**","도로","계획관리지역","-","202508","28","309.00","93","","-","직거래","-"
"6376","강원특별자치도 강릉시 성산면 산북리","5**","도로","계획관리지역","8m미만","202508","28","431.00","130","","-","직거래","-"
"6377","강원특별자치도 홍천군 화촌면 군업리","1***","답","농림지역","8m미만","202508","28","4242.50","12,800","","-","직거래","-"
"6378","강원특별자치도 홍천군 내촌면 도관리","*","전","계획관리지역","-","202508","28","1650.00","11,500","","-","직거래","-"
"6379","강원특별자치도 홍천군 북방면 본궁리","산6*","임야","보전관리지역","8m미만","202508","28","1538.00","1,350","","-","직거래","-"
"6380","강원특별자치도 원주시 신림면 금창리","7**","전","계획관리지역","8m미만","202508","28","853.00","7,200","","-","중개거래","강원 원주시"
"6381","강원특별자치도 강릉시 연곡면 신왕리","3**","도로","용도미지정","-","202508","28","36.85","330","지분","-","직거래","-"
"6382","강원특별자치도 강릉시 대전동","8**","전","자연녹지지역","-","202508","28","420.00","1,360","","-","중개거래","강원 강릉시"
"6383","강원특별자치도 홍천군 영귀미면 속초리","1**","도로","생산관리지역","-","202508","28","18.00","136","지분","-","직거래","-"
"6384","강원특별자치도 원주시 귀래면 귀래리","1***","답","농림지역","8m미만","202508","28","595.00","4,500","","-","중개거래","강원 원주시"
"6385","강원특별자치도 홍천군 영귀미면 속초리","1**","도로","생산관리지역","-","202508","28","33.00","100","지분","-","직거래","-"
"6386","강원특별자치도 횡성군 갑천면 상대리","6**","전","계획관리지역","8m미만","202508","28","413.50","1,178","지분","-","직거래","-"
"6387","강원특별자치도 영월군 영월읍 방절리","6**","대","계획관리지역","-","202508","28","100.00","1,800","","-","직거래","-"
"6388","강원특별자치도 홍천군 화촌면 군업리","1***","답","농림지역","8m미만","202508","28","1436.00","2,900","","-","직거래","-"
"6389","강원특별자치도 횡성군 갑천면 상대리","6**","대","계획관리지역","8m미만","202508","28","30.00","85","지분","-","직거래","-"
"6390","강원특별자치도 원주시 단계동","4**","전","제1종일반주거지역","-","202508","28","270.00","40,800","","-","직거래","-"
"6391","강원특별자치도 홍천군 홍천읍 갈마곡리","4*","답","제1종일반주거지역","25m미만","202508","28","230.00","21,000","","-","직거래","-"
"6392","강원특별자치도 횡성군 갑천면 상대리","6**","도로","계획관리지역","8m미만","202508","28","7.50","21","지분","-","직거래","-"
"6393","강원특별자치도 강릉시 사천면 산대월리","5**","임야","계획관리지역","8m미만","202508","28","301.25","5,225","지분","-","직거래","-"
"6394","강원특별자치도 홍천군 북방면 본궁리","산6*","임야","보전관리지역","8m미만","202508","28","1538.00","1,350","","-","직거래","-"
"6395","강원특별자치도 횡성군 갑천면 상대리","6**","도로","계획관리지역","8m미만","202508","28","40.35","115","지분","-","직거래","-"
"6396","강원특별자치도 홍천군 영귀미면 속초리","1**","도로","생산관리지역","-","202508","28","20.00","145","지분","-","직거래","-"
"6397","강원특별자치도 홍천군 영귀미면 속초리","1**","도로","생산관리지역","-","202508","28","20.00","148","지분","-","직거래","-"
"6398","강원특별자치도 홍천군 영귀미면 속초리","1**","도로","생산관리지역","-","202508","28","10.00","72","지분","-","직거래","-"
"6399","강원특별자치도 홍천군 영귀미면 속초리","1**","도로","생산관리지역","-","202508","28","20.00","151","지분","-","직거래","-"
"6400","강원특별자치도 강릉시 옥계면 현내리","8**","답","계획관리지역","-","202508","28","1818.00","1,400","","-","중개거래","강원 강릉시"
"6401","강원특별자치도 강릉시 옥계면 현내리","1***","답","계획관리지역","-","202508","28","354.00","200","","-","중개거래","강원 강릉시"
"6402","강원특별자치도 원주시 소초면 교항리","6**","전","계획관리지역","8m미만","202508","28","427.00","1,200","","-","직거래","-"
"6403","강원특별자치도 원주시 반곡동","1***","도로","계획관리지역","8m미만","202508","28","232.00","15,600","지분","20250909","중개거래","강원 원주시"
"6404","강원특별자치도 홍천군 영귀미면 속초리","1**","도로","생산관리지역","-","202508","28","13.00","96","지분","-","직거래","-"
"6405","강원특별자치도 원주시 반곡동","1***","도로","계획관리지역","8m미만","202508","28","232.00","15,600","지분","-","중개거래","강원 원주시"
"6406","강원특별자치도 원주시 반곡동","1***","전","계획관리지역","8m미만","202508","28","331.00","22,200","","20250909","중개거래","강원 원주시"
"6407","강원특별자치도 원주시 반곡동","1***","전","계획관리지역","8m미만","202508","28","331.00","22,200","","-","중개거래","강원 원주시"
"6408","강원특별자치도 원주시 반곡동","1***","전","계획관리지역","8m미만","202508","28","331.00","22,200","","20250909","중개거래","강원 원주시"
"6409","강원특별자치도 원주시 반곡동","1***","전","계획관리지역","8m미만","202508","28","331.00","22,200","","-","중개거래","강원 원주시"
"6410","강원특별자치도 춘천시 신북읍 용산리","7**","답","보전녹지지역","-","202508","28","1238.00","2,200","","-","직거래","-"
"6411","강원특별자치도 홍천군 영귀미면 속초리","1**","도로","생산관리지역","-","202508","28","4.00","29","지분","-","직거래","-"
"6412","강원특별자치도 홍천군 영귀미면 속초리","1**","도로","생산관리지역","-","202508","28","5.00","37","지분","-","직거래","-"
"6413","강원특별자치도 홍천군 영귀미면 속초리","1**","도로","생산관리지역","-","202508","28","6.00","44","지분","-","직거래","-"
"6414","강원특별자치도 횡성군 공근면 수백리","5**","전","생산관리지역","8m미만","202508","28","820.00","5,500","","-","직거래","-"
"6415","강원특별자치도 강릉시 성산면 산북리","5**","임야","계획관리지역","-","202508","28","11017.00","13,847","","-","직거래","-"
"6416","강원특별자치도 강릉시 안현동","7**","도로","자연녹지지역","12m미만","202508","28","488.00","6,272","","-","직거래","-"
"6417","강원특별자치도 춘천시 동산면 조양리","5**","전","계획관리지역","-","202508","28","2948.00","14,296","","-","직거래","-"
"6418","강원특별자치도 강릉시 성산면 산북리","산1**","임야","보전관리지역","-","202508","28","95.00","78","","-","직거래","-"
"6419","강원특별자치도 강릉시 성산면 산북리","산1**","임야","계획관리지역","8m미만","202508","28","6649.00","5,230","","-","직거래","-"
